,state,county,candidate,party,voteStates,lead
19719,Texas,San Saba County,Donald Trump,REP,2308,Donald Trump
19720,Texas,San Saba County,Joe Biden,DEM,287,Donald Trump
19721,Texas,San Saba County,Jo Jorgensen,LIB,7,Donald Trump
19722,Texas,San Saba County,Howie Hawkins,GRN,0,Donald Trump
19723,Texas,Schleicher County,Donald Trump,REP,939,Donald Trump
19724,Texas,Schleicher County,Joe Biden,DEM,211,Donald Trump
19725,Texas,Schleicher County,Jo Jorgensen,LIB,6,Donald Trump
19726,Texas,Schleicher County,Howie Hawkins,GRN,2,Donald Trump
19727,Texas,Scurry County,Donald Trump,REP,4978,Donald Trump
19728,Texas,Scurry County,Joe Biden,DEM,818,Donald Trump
19729,Texas,Scurry County,Jo Jorgensen,LIB,53,Donald Trump
19730,Texas,Scurry County,Howie Hawkins,GRN,15,Donald Trump
19731,Texas,Scurry County, Write-ins,WRI,1,Donald Trump
19732,Texas,Shackelford County,Donald Trump,REP,1484,Donald Trump
19733,Texas,Shackelford County,Joe Biden,DEM,130,Donald Trump
19734,Texas,Shackelford County,Jo Jorgensen,LIB,10,Donald Trump
19735,Texas,Shackelford County,Howie Hawkins,GRN,4,Donald Trump
19736,Texas,Shackelford County, Write-ins,WRI,0,Donald Trump
19737,Texas,Shelby County,Donald Trump,REP,7962,Donald Trump
19738,Texas,Shelby County,Joe Biden,DEM,2058,Donald Trump
19739,Texas,Shelby County,Jo Jorgensen,LIB,36,Donald Trump
19740,Texas,Shelby County,Howie Hawkins,GRN,4,Donald Trump
19741,Texas,Shelby County, Write-ins,WRI,3,Donald Trump
19742,Texas,Sherman County,Donald Trump,REP,885,Donald Trump
19743,Texas,Sherman County,Joe Biden,DEM,91,Donald Trump
19744,Texas,Sherman County,Jo Jorgensen,LIB,9,Donald Trump
19745,Texas,Sherman County,Howie Hawkins,GRN,5,Donald Trump
19746,Texas,Smith County,Donald Trump,REP,68546,Donald Trump
19747,Texas,Smith County,Joe Biden,DEM,29343,Donald Trump
19748,Texas,Smith County,Jo Jorgensen,LIB,1121,Donald Trump
19749,Texas,Smith County, Write-ins,WRI,258,Donald Trump
19750,Texas,Smith County,Howie Hawkins,GRN,253,Donald Trump
19751,Texas,Somervell County,Donald Trump,REP,4099,Donald Trump
19752,Texas,Somervell County,Joe Biden,DEM,768,Donald Trump
19753,Texas,Somervell County,Jo Jorgensen,LIB,56,Donald Trump
19754,Texas,Somervell County,Howie Hawkins,GRN,10,Donald Trump
19755,Texas,Somervell County, Write-ins,WRI,7,Donald Trump
19756,Texas,Starr County,Joe Biden,DEM,9099,Donald Trump
19757,Texas,Starr County,Donald Trump,REP,8224,Donald Trump
19758,Texas,Starr County,Jo Jorgensen,LIB,91,Donald Trump
19759,Texas,Starr County,Howie Hawkins,GRN,63,Donald Trump
19760,Texas,Starr County, Write-ins,WRI,1,Donald Trump
19761,Texas,Stephens County,Donald Trump,REP,3385,Donald Trump
19762,Texas,Stephens County,Joe Biden,DEM,396,Donald Trump
19763,Texas,Stephens County,Jo Jorgensen,LIB,16,Donald Trump
19764,Texas,Stephens County,Howie Hawkins,GRN,2,Donald Trump
19765,Texas,Sterling County,Donald Trump,REP,584,Donald Trump
19766,Texas,Sterling County,Joe Biden,DEM,51,Donald Trump
19767,Texas,Sterling County,Howie Hawkins,GRN,3,Donald Trump
19768,Texas,Sterling County,Jo Jorgensen,LIB,1,Donald Trump
19769,Texas,Stonewall County,Donald Trump,REP,615,Donald Trump
19770,Texas,Stonewall County,Joe Biden,DEM,116,Donald Trump
19771,Texas,Stonewall County,Jo Jorgensen,LIB,4,Donald Trump
19772,Texas,Stonewall County,Howie Hawkins,GRN,1,Donald Trump
19773,Texas,Sutton County,Donald Trump,REP,1222,Donald Trump
19774,Texas,Sutton County,Joe Biden,DEM,322,Donald Trump
19775,Texas,Sutton County,Jo Jorgensen,LIB,9,Donald Trump
19776,Texas,Sutton County,Howie Hawkins,GRN,4,Donald Trump
19777,Texas,Swisher County,Donald Trump,REP,1842,Donald Trump
19778,Texas,Swisher County,Joe Biden,DEM,478,Donald Trump
19779,Texas,Swisher County,Jo Jorgensen,LIB,22,Donald Trump
19780,Texas,Swisher County,Howie Hawkins,GRN,10,Donald Trump
19781,Texas,Swisher County, Write-ins,WRI,1,Donald Trump
19782,Texas,Tarrant County,Joe Biden,DEM,403698,Donald Trump
19783,Texas,Tarrant County,Donald Trump,REP,403271,Donald Trump
19784,Texas,Tarrant County,Jo Jorgensen,LIB,10232,Donald Trump
19785,Texas,Tarrant County,Howie Hawkins,GRN,2569,Donald Trump
19786,Texas,Tarrant County, Write-ins,WRI,387,Donald Trump
19787,Texas,Taylor County,Donald Trump,REP,39439,Donald Trump
19788,Texas,Taylor County,Joe Biden,DEM,14489,Donald Trump
19789,Texas,Taylor County,Jo Jorgensen,LIB,825,Donald Trump
19790,Texas,Taylor County,Howie Hawkins,GRN,148,Donald Trump
19791,Texas,Taylor County, Write-ins,WRI,23,Donald Trump
19792,Texas,Terrell County,Donald Trump,REP,334,Donald Trump
19793,Texas,Terrell County,Joe Biden,DEM,119,Donald Trump
19794,Texas,Terrell County,Jo Jorgensen,LIB,3,Donald Trump
19795,Texas,Terrell County,Howie Hawkins,GRN,2,Donald Trump
19796,Texas,Terry County,Donald Trump,REP,2809,Donald Trump
19797,Texas,Terry County,Joe Biden,DEM,757,Donald Trump
19798,Texas,Terry County,Jo Jorgensen,LIB,33,Donald Trump
19799,Texas,Terry County,Howie Hawkins,GRN,9,Donald Trump
19800,Texas,Throckmorton County,Donald Trump,REP,806,Donald Trump
19801,Texas,Throckmorton County,Joe Biden,DEM,82,Donald Trump
19802,Texas,Throckmorton County,Jo Jorgensen,LIB,5,Donald Trump
19803,Texas,Throckmorton County, Write-ins,WRI,5,Donald Trump
19804,Texas,Throckmorton County,Howie Hawkins,GRN,1,Donald Trump
19805,Texas,Titus County,Donald Trump,REP,7563,Donald Trump
19806,Texas,Titus County,Joe Biden,DEM,2852,Donald Trump
19807,Texas,Titus County,Jo Jorgensen,LIB,94,Donald Trump
19808,Texas,Titus County,Howie Hawkins,GRN,19,Donald Trump
19809,Texas,Titus County, Write-ins,WRI,2,Donald Trump
19810,Texas,Tom Green County,Donald Trump,REP,32129,Donald Trump
19811,Texas,Tom Green County,Joe Biden,DEM,12106,Donald Trump
19812,Texas,Tom Green County,Jo Jorgensen,LIB,539,Donald Trump
19813,Texas,Tom Green County,Howie Hawkins,GRN,96,Donald Trump
19814,Texas,Tom Green County, Write-ins,WRI,21,Donald Trump
19815,Texas,Travis County,Joe Biden,DEM,432062,Donald Trump
19816,Texas,Travis County,Donald Trump,REP,159907,Donald Trump
19817,Texas,Travis County,Jo Jorgensen,LIB,8842,Donald Trump
19818,Texas,Travis County, Write-ins,WRI,2145,Donald Trump
19819,Texas,Travis County,Howie Hawkins,GRN,2078,Donald Trump
19820,Texas,Trinity County,Donald Trump,REP,5579,Donald Trump
19821,Texas,Trinity County,Joe Biden,DEM,1323,Donald Trump
19822,Texas,Trinity County,Jo Jorgensen,LIB,25,Donald Trump
19823,Texas,Trinity County,Howie Hawkins,GRN,11,Donald Trump
19824,Texas,Tyler County,Donald Trump,REP,8095,Donald Trump
19825,Texas,Tyler County,Joe Biden,DEM,1390,Donald Trump
19826,Texas,Tyler County,Jo Jorgensen,LIB,51,Donald Trump
19827,Texas,Tyler County,Howie Hawkins,GRN,11,Donald Trump
19828,Texas,Tyler County, Write-ins,WRI,0,Donald Trump
19829,Texas,Upshur County,Donald Trump,REP,15775,Donald Trump
19830,Texas,Upshur County,Joe Biden,DEM,2869,Donald Trump
19831,Texas,Upshur County,Jo Jorgensen,LIB,179,Donald Trump
19832,Texas,Upshur County,Howie Hawkins,GRN,22,Donald Trump
19833,Texas,Upshur County, Write-ins,WRI,5,Donald Trump
19834,Texas,Upton County,Donald Trump,REP,1176,Donald Trump
19835,Texas,Upton County,Joe Biden,DEM,169,Donald Trump
19836,Texas,Upton County,Jo Jorgensen,LIB,13,Donald Trump
19837,Texas,Upton County,Howie Hawkins,GRN,7,Donald Trump
19838,Texas,Upton County, Write-ins,WRI,0,Donald Trump
19839,Texas,Uvalde County,Donald Trump,REP,6160,Donald Trump
19840,Texas,Uvalde County,Joe Biden,DEM,4066,Donald Trump
19841,Texas,Uvalde County,Jo Jorgensen,LIB,66,Donald Trump
19842,Texas,Uvalde County,Howie Hawkins,GRN,29,Donald Trump
19843,Texas,Uvalde County, Write-ins,WRI,2,Donald Trump
19844,Texas,Val Verde County,Donald Trump,REP,7839,Donald Trump
19845,Texas,Val Verde County,Joe Biden,DEM,6401,Donald Trump
19846,Texas,Val Verde County,Jo Jorgensen,LIB,132,Donald Trump
19847,Texas,Val Verde County,Howie Hawkins,GRN,45,Donald Trump
19848,Texas,Van Zandt County,Donald Trump,REP,22126,Donald Trump
19849,Texas,Van Zandt County,Joe Biden,DEM,3419,Donald Trump
19850,Texas,Van Zandt County,Jo Jorgensen,LIB,175,Donald Trump
19851,Texas,Van Zandt County,Howie Hawkins,GRN,33,Donald Trump
19852,Texas,Victoria County,Donald Trump,REP,23347,Donald Trump
19853,Texas,Victoria County,Joe Biden,DEM,10371,Donald Trump
19854,Texas,Victoria County,Jo Jorgensen,LIB,338,Donald Trump
19855,Texas,Victoria County,Howie Hawkins,GRN,103,Donald Trump
19856,Texas,Victoria County, Write-ins,WRI,46,Donald Trump
19857,Texas,Walker County,Donald Trump,REP,15368,Donald Trump
19858,Texas,Walker County,Joe Biden,DEM,7875,Donald Trump
19859,Texas,Walker County,Jo Jorgensen,LIB,286,Donald Trump
19860,Texas,Walker County,Howie Hawkins,GRN,63,Donald Trump
19861,Texas,Walker County, Write-ins,WRI,49,Donald Trump
19862,Texas,Waller County,Donald Trump,REP,14206,Donald Trump
19863,Texas,Waller County,Joe Biden,DEM,8130,Donald Trump
19864,Texas,Waller County,Jo Jorgensen,LIB,199,Donald Trump
19865,Texas,Waller County,Howie Hawkins,GRN,82,Donald Trump
19866,Texas,Ward County,Donald Trump,REP,3238,Donald Trump
19867,Texas,Ward County,Joe Biden,DEM,761,Donald Trump
19868,Texas,Ward County,Jo Jorgensen,LIB,29,Donald Trump
19869,Texas,Ward County,Howie Hawkins,GRN,6,Donald Trump
19870,Texas,Ward County, Write-ins,WRI,0,Donald Trump
19871,Texas,Washington County,Donald Trump,REP,12949,Donald Trump
19872,Texas,Washington County,Joe Biden,DEM,4254,Donald Trump
19873,Texas,Washington County,Jo Jorgensen,LIB,178,Donald Trump
19874,Texas,Washington County,Howie Hawkins,GRN,20,Donald Trump
19875,Texas,Washington County, Write-ins,WRI,9,Donald Trump
19876,Texas,Webb County,Joe Biden,DEM,41820,Donald Trump
19877,Texas,Webb County,Donald Trump,REP,25898,Donald Trump
19878,Texas,Webb County,Jo Jorgensen,LIB,446,Donald Trump
19879,Texas,Webb County,Howie Hawkins,GRN,233,Donald Trump
19880,Texas,Wharton County,Donald Trump,REP,11892,Donald Trump
19881,Texas,Wharton County,Joe Biden,DEM,4671,Donald Trump
19882,Texas,Wharton County,Jo Jorgensen,LIB,105,Donald Trump
19883,Texas,Wharton County,Howie Hawkins,GRN,36,Donald Trump
19884,Texas,Wharton County, Write-ins,WRI,5,Donald Trump
19885,Texas,Wheeler County,Donald Trump,REP,2158,Donald Trump
19886,Texas,Wheeler County,Joe Biden,DEM,168,Donald Trump
19887,Texas,Wheeler County,Jo Jorgensen,LIB,7,Donald Trump
19888,Texas,Wheeler County,Howie Hawkins,GRN,3,Donald Trump
19889,Texas,Wichita County,Donald Trump,REP,31930,Donald Trump
19890,Texas,Wichita County,Joe Biden,DEM,13024,Donald Trump
19891,Texas,Wichita County,Jo Jorgensen,LIB,664,Donald Trump
19892,Texas,Wichita County,Howie Hawkins,GRN,125,Donald Trump
19893,Texas,Wichita County, Write-ins,WRI,10,Donald Trump
19894,Texas,Wilbarger County,Donald Trump,REP,3520,Donald Trump
19895,Texas,Wilbarger County,Joe Biden,DEM,954,Donald Trump
19896,Texas,Wilbarger County,Jo Jorgensen,LIB,33,Donald Trump
19897,Texas,Wilbarger County,Howie Hawkins,GRN,11,Donald Trump
19898,Texas,Willacy County,Joe Biden,DEM,3097,Donald Trump
19899,Texas,Willacy County,Donald Trump,REP,2437,Donald Trump
19900,Texas,Willacy County,Jo Jorgensen,LIB,25,Donald Trump
19901,Texas,Willacy County,Howie Hawkins,GRN,16,Donald Trump
19902,Texas,Williamson County,Joe Biden,DEM,142457,Donald Trump
19903,Texas,Williamson County,Donald Trump,REP,138649,Donald Trump
19904,Texas,Williamson County,Jo Jorgensen,LIB,4961,Donald Trump
19905,Texas,Williamson County, Write-ins,WRI,847,Donald Trump
19906,Texas,Williamson County,Howie Hawkins,GRN,782,Donald Trump
19907,Texas,Wilson County,Donald Trump,REP,18457,Donald Trump
19908,Texas,Wilson County,Joe Biden,DEM,6350,Donald Trump
19909,Texas,Wilson County,Jo Jorgensen,LIB,150,Donald Trump
19910,Texas,Wilson County,Howie Hawkins,GRN,39,Donald Trump
19911,Texas,Wilson County, Write-ins,WRI,10,Donald Trump
19912,Texas,Winkler County,Donald Trump,REP,1753,Donald Trump
19913,Texas,Winkler County,Joe Biden,DEM,358,Donald Trump
19914,Texas,Winkler County,Jo Jorgensen,LIB,14,Donald Trump
19915,Texas,Winkler County,Howie Hawkins,GRN,1,Donald Trump
19916,Texas,Wise County,Donald Trump,REP,26986,Donald Trump
19917,Texas,Wise County,Joe Biden,DEM,4953,Donald Trump
19918,Texas,Wise County,Jo Jorgensen,LIB,308,Donald Trump
19919,Texas,Wise County,Howie Hawkins,GRN,47,Donald Trump
19920,Texas,Wise County, Write-ins,WRI,3,Donald Trump
19921,Texas,Wood County,Donald Trump,REP,18962,Donald Trump
19922,Texas,Wood County,Joe Biden,DEM,3487,Donald Trump
19923,Texas,Wood County,Jo Jorgensen,LIB,175,Donald Trump
19924,Texas,Wood County,Howie Hawkins,GRN,40,Donald Trump
19925,Texas,Wood County, Write-ins,WRI,1,Donald Trump
19926,Texas,Yoakum County,Donald Trump,REP,2172,Donald Trump
19927,Texas,Yoakum County,Joe Biden,DEM,419,Donald Trump
19928,Texas,Yoakum County,Jo Jorgensen,LIB,31,Donald Trump
19929,Texas,Yoakum County,Howie Hawkins,GRN,6,Donald Trump
19930,Texas,Yoakum County, Write-ins,WRI,5,Donald Trump
19931,Texas,Young County,Donald Trump,REP,7112,Donald Trump
19932,Texas,Young County,Joe Biden,DEM,1036,Donald Trump
19933,Texas,Young County,Jo Jorgensen,LIB,76,Donald Trump
19934,Texas,Young County,Howie Hawkins,GRN,18,Donald Trump
19935,Texas,Zapata County,Donald Trump,REP,2032,Donald Trump
19936,Texas,Zapata County,Joe Biden,DEM,1820,Donald Trump
19937,Texas,Zapata County,Jo Jorgensen,LIB,11,Donald Trump
19938,Texas,Zapata County,Howie Hawkins,GRN,4,Donald Trump
19939,Texas,Zavala County,Joe Biden,DEM,2864,Donald Trump
19940,Texas,Zavala County,Donald Trump,REP,1490,Donald Trump
19941,Texas,Zavala County,Jo Jorgensen,LIB,13,Donald Trump
19942,Texas,Zavala County,Howie Hawkins,GRN,12,Donald Trump
19943,Utah,Beaver County,Donald Trump,REP,2673,Donald Trump
19944,Utah,Beaver County,Joe Biden,DEM,356,Donald Trump
19945,Utah,Beaver County,Jo Jorgensen,LIB,23,Donald Trump
19946,Utah,Beaver County,Kanye West,IND,7,Donald Trump
19947,Utah,Beaver County,Howie Hawkins,GRN,6,Donald Trump
19948,Utah,Beaver County,Don Blankenship,CST,4,Donald Trump
19949,Utah,Beaver County,Gloria La Riva,PSL,3,Donald Trump
19950,Utah,Beaver County,Joe McHugh,UNA,3,Donald Trump
19951,Utah,Beaver County,Brock Pierce,IND,1,Donald Trump
19952,Utah,Box Elder County,Donald Trump,REP,20660,Donald Trump
19953,Utah,Box Elder County,Joe Biden,DEM,4280,Donald Trump
19954,Utah,Box Elder County,Jo Jorgensen,LIB,579,Donald Trump
19955,Utah,Box Elder County,Don Blankenship,CST,128,Donald Trump
19956,Utah,Box Elder County,Kanye West,IND,109,Donald Trump
19957,Utah,Box Elder County,Howie Hawkins,GRN,52,Donald Trump
19958,Utah,Box Elder County,Brock Pierce,IND,35,Donald Trump
19959,Utah,Box Elder County,Joe McHugh,UNA,31,Donald Trump
19960,Utah,Box Elder County,Gloria La Riva,PSL,16,Donald Trump
19961,Utah,Cache County,Donald Trump,REP,34377,Donald Trump
19962,Utah,Cache County,Joe Biden,DEM,15246,Donald Trump
19963,Utah,Cache County,Jo Jorgensen,LIB,1627,Donald Trump
19964,Utah,Cache County,Don Blankenship,CST,333,Donald Trump
19965,Utah,Cache County,Kanye West,IND,202,Donald Trump
19966,Utah,Cache County,Howie Hawkins,GRN,198,Donald Trump
19967,Utah,Cache County,Brock Pierce,IND,97,Donald Trump
19968,Utah,Cache County,Joe McHugh,UNA,91,Donald Trump
19969,Utah,Cache County,Gloria La Riva,PSL,51,Donald Trump
19970,Utah,Carbon County,Donald Trump,REP,6255,Donald Trump
19971,Utah,Carbon County,Joe Biden,DEM,2306,Donald Trump
19972,Utah,Carbon County,Jo Jorgensen,LIB,138,Donald Trump
19973,Utah,Carbon County,Kanye West,IND,42,Donald Trump
19974,Utah,Carbon County,Brock Pierce,IND,22,Donald Trump
19975,Utah,Carbon County,Don Blankenship,CST,21,Donald Trump
19976,Utah,Carbon County,Joe McHugh,UNA,18,Donald Trump
19977,Utah,Carbon County,Howie Hawkins,GRN,17,Donald Trump
19978,Utah,Carbon County,Gloria La Riva,PSL,3,Donald Trump
19979,Utah,Daggett County,Donald Trump,REP,473,Donald Trump
19980,Utah,Daggett County,Joe Biden,DEM,105,Donald Trump
19981,Utah,Daggett County,Jo Jorgensen,LIB,7,Donald Trump
19982,Utah,Daggett County,Don Blankenship,CST,2,Donald Trump
19983,Utah,Daggett County,Kanye West,IND,2,Donald Trump
19984,Utah,Daggett County,Brock Pierce,IND,1,Donald Trump
19985,Utah,Daggett County,Howie Hawkins,GRN,0,Donald Trump
19986,Utah,Daggett County,Gloria La Riva,PSL,0,Donald Trump
19987,Utah,Daggett County,Joe McHugh,UNA,0,Donald Trump
19988,Utah,Davis County,Donald Trump,REP,87549,Donald Trump
19989,Utah,Davis County,Joe Biden,DEM,51017,Donald Trump
19990,Utah,Davis County,Jo Jorgensen,LIB,3938,Donald Trump
19991,Utah,Davis County,Kanye West,IND,815,Donald Trump
19992,Utah,Davis County,Don Blankenship,CST,679,Donald Trump
19993,Utah,Davis County,Howie Hawkins,GRN,467,Donald Trump
19994,Utah,Davis County,Brock Pierce,IND,301,Donald Trump
19995,Utah,Davis County,Joe McHugh,UNA,273,Donald Trump
19996,Utah,Davis County,Gloria La Riva,PSL,100,Donald Trump
19997,Utah,Duchesne County,Donald Trump,REP,7445,Donald Trump
19998,Utah,Duchesne County,Joe Biden,DEM,830,Donald Trump
19999,Utah,Duchesne County,Jo Jorgensen,LIB,106,Donald Trump
20000,Utah,Duchesne County,Don Blankenship,CST,21,Donald Trump
20001,Utah,Duchesne County,Kanye West,IND,18,Donald Trump
20002,Utah,Duchesne County,Howie Hawkins,GRN,9,Donald Trump
20003,Utah,Duchesne County,Brock Pierce,IND,6,Donald Trump
20004,Utah,Duchesne County,Joe McHugh,UNA,4,Donald Trump
20005,Utah,Duchesne County,Gloria La Riva,PSL,3,Donald Trump
20006,Utah,Emery County,Donald Trump,REP,4166,Donald Trump
20007,Utah,Emery County,Joe Biden,DEM,566,Donald Trump
20008,Utah,Emery County,Jo Jorgensen,LIB,45,Donald Trump
20009,Utah,Emery County,Kanye West,IND,15,Donald Trump
20010,Utah,Emery County,Howie Hawkins,GRN,8,Donald Trump
20011,Utah,Emery County,Brock Pierce,IND,6,Donald Trump
20012,Utah,Emery County,Don Blankenship,CST,4,Donald Trump
20013,Utah,Emery County,Joe McHugh,UNA,4,Donald Trump
20014,Utah,Emery County,Gloria La Riva,PSL,2,Donald Trump
20015,Utah,Garfield County,Donald Trump,REP,2149,Donald Trump
20016,Utah,Garfield County,Joe Biden,DEM,513,Donald Trump
20017,Utah,Garfield County,Jo Jorgensen,LIB,37,Donald Trump
20018,Utah,Garfield County,Howie Hawkins,GRN,11,Donald Trump
20019,Utah,Garfield County,Don Blankenship,CST,3,Donald Trump
20020,Utah,Garfield County,Joe McHugh,UNA,3,Donald Trump
20021,Utah,Garfield County,Brock Pierce,IND,3,Donald Trump
20022,Utah,Garfield County,Kanye West,IND,2,Donald Trump
20023,Utah,Garfield County,Gloria La Riva,PSL,1,Donald Trump
20024,Utah,Grand County,Joe Biden,DEM,2733,Donald Trump
20025,Utah,Grand County,Donald Trump,REP,2168,Donald Trump
20026,Utah,Grand County,Jo Jorgensen,LIB,61,Donald Trump
20027,Utah,Grand County,Howie Hawkins,GRN,22,Donald Trump
20028,Utah,Grand County,Kanye West,IND,18,Donald Trump
20029,Utah,Grand County,Brock Pierce,IND,13,Donald Trump
20030,Utah,Grand County,Joe McHugh,UNA,6,Donald Trump
20031,Utah,Grand County,Don Blankenship,CST,5,Donald Trump
20032,Utah,Grand County,Gloria La Riva,PSL,1,Donald Trump
20033,Utah,Iron County,Donald Trump,REP,18113,Donald Trump
20034,Utah,Iron County,Joe Biden,DEM,4673,Donald Trump
20035,Utah,Iron County,Jo Jorgensen,LIB,626,Donald Trump
20036,Utah,Iron County,Don Blankenship,CST,84,Donald Trump
20037,Utah,Iron County,Kanye West,IND,81,Donald Trump
20038,Utah,Iron County,Howie Hawkins,GRN,73,Donald Trump
20039,Utah,Iron County,Brock Pierce,IND,38,Donald Trump
20040,Utah,Iron County,Joe McHugh,UNA,23,Donald Trump
20041,Utah,Iron County,Gloria La Riva,PSL,20,Donald Trump
20042,Utah,Juab County,Donald Trump,REP,5069,Donald Trump
20043,Utah,Juab County,Joe Biden,DEM,638,Donald Trump
20044,Utah,Juab County,Jo Jorgensen,LIB,89,Donald Trump
20045,Utah,Juab County, Write-ins,WRI,38,Donald Trump
20046,Utah,Juab County,Don Blankenship,CST,16,Donald Trump
20047,Utah,Juab County,Kanye West,IND,12,Donald Trump
20048,Utah,Juab County,Howie Hawkins,GRN,5,Donald Trump
20049,Utah,Juab County,Joe McHugh,UNA,4,Donald Trump
20050,Utah,Juab County,Brock Pierce,IND,3,Donald Trump
20051,Utah,Juab County,Gloria La Riva,PSL,1,Donald Trump
20052,Utah,Kane County,Donald Trump,REP,2777,Donald Trump
20053,Utah,Kane County,Joe Biden,DEM,1005,Donald Trump
20054,Utah,Kane County,Jo Jorgensen,LIB,47,Donald Trump
20055,Utah,Kane County,Don Blankenship,CST,15,Donald Trump
20056,Utah,Kane County,Kanye West,IND,13,Donald Trump
20057,Utah,Kane County,Howie Hawkins,GRN,7,Donald Trump
20058,Utah,Kane County,Brock Pierce,IND,3,Donald Trump
20059,Utah,Kane County,Joe McHugh,UNA,2,Donald Trump
20060,Utah,Kane County,Gloria La Riva,PSL,0,Donald Trump
20061,Utah,Millard County,Donald Trump,REP,4267,Donald Trump
20062,Utah,Millard County,Joe Biden,DEM,529,Donald Trump
20063,Utah,Millard County,Jo Jorgensen,LIB,42,Donald Trump
20064,Utah,Millard County,Don Blankenship,CST,23,Donald Trump
20065,Utah,Millard County,Kanye West,IND,10,Donald Trump
